總價(萬元),單價,總面積,主建物佔比,型態,管理組織,電梯,交易年份,土,建,車,房,廳,衛,樓別,樓高,地區
410.0,18.3,22.46,80.47%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,2.0,三層,5,安岐
635.0,12.7,50.07,64.27%,公寓(5樓含以下無電梯),無,無,109,1,1,1,3.0,2.0,2.0,二層,3,前厝
550.0,15.8,34.74,75.59%,公寓(5樓含以下無電梯),無,無,109,1,2,0,3.0,1.0,4.0,三層,3,環島西路二段
790.0,17.7,44.55,71.48%,公寓(5樓含以下無電梯),無,無,109,1,1,1,3.0,2.0,2.0,三層,3,下堡
540.0,15.5,34.83,80.40%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,2.0,2.0,二層,5,安岐
570.0,16.4,34.83,80.40%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,2.0,五層,5,安岐
560.0,16.1,34.83,80.40%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,2.0,2.0,四層,5,安岐
580.0,16.7,34.83,80.40%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,2.0,2.0,五層,5,安岐
570.0,16.4,34.83,80.40%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,2.0,2.0,三層,5,安岐
480.0,16.5,29.08,82.75%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,3,西浦頭
540.0,18.0,30.08,78.01%,公寓(5樓含以下無電梯),無,無,109,1,2,0,3.0,2.0,2.0,三層,3,安岐
385.0,18.0,21.38,74.03%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,三層,5,安岐
748.0,24.7,30.28,89.92%,公寓(5樓含以下無電梯),無,無,109,2,1,0,3.0,2.0,2.0,一層,3,東洲
625.0,21.5,29.09,86.19%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,二層,3,湖下
455.0,15.9,28.56,75.13%,華廈(10層含以下有電梯),無,有,109,2,1,0,3.0,2.0,2.0,二層,5,西山
205.0,24.1,8.49,79.34%,公寓(5樓含以下無電梯),無,無,109,1,1,0,1.0,1.0,1.0,二層,3,下堡
350.0,17.9,19.52,77.32%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,四層,5,西堡
445.0,16.3,27.37,72.27%,華廈(10層含以下有電梯),無,有,109,2,1,0,3.0,2.0,2.0,二層,5,西山
450.0,16.4,27.41,72.17%,華廈(10層含以下有電梯),無,有,109,2,1,0,3.0,2.0,2.0,五層,5,西山
720.0,19.9,36.12,87.84%,公寓(5樓含以下無電梯),無,無,109,2,1,0,3.0,2.0,3.0,二層,3,仁愛新
770.0,23.0,33.52,83.39%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,2.0,2.0,二層,3,埔邊
425.0,19.0,22.42,85.38%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,2.0,一層,3,頂堡
380.0,17.8,21.38,74.03%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,二層,5,安岐
400.0,26.4,15.15,89.26%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,一層,3,下埔下
460.0,20.2,22.74,89.98%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,一層,3,下埔下
395.0,21.8,18.11,85.42%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,三層,3,湖下
390.0,21.5,18.11,85.42%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,二層,3,湖下
630.0,17.7,35.63,74.25%,公寓(5樓含以下無電梯),無,無,109,2,1,0,3.0,2.0,2.0,三層,3,頂堡
730.0,19.4,37.58,80.47%,華廈(10層含以下有電梯),無,有,109,2,1,0,3.0,2.0,2.0,一層,5,下后垵
600.0,21.7,27.7,87.89%,公寓(5樓含以下無電梯),無,無,109,2,1,0,3.0,2.0,2.0,二層,3,安岐
730.0,20.0,36.5,79.80%,華廈(10層含以下有電梯),無,有,109,2,1,0,3.0,2.0,2.0,二層,5,下后垵
382.8,18.1,21.15,74.72%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,五層,5,安岐
750.0,23.8,31.47,79.49%,華廈(10層含以下有電梯),無,有,109,2,1,0,3.0,2.0,2.0,三層,3,林湖路
550.0,19.9,27.63,79.56%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,1.0,2.0,一層,5,西堡
510.0,11.5,44.33,59.45%,公寓(5樓含以下無電梯),無,無,109,2,1,1,3.0,2.0,2.0,三層,3,湖下
195.0,20.4,9.57,64.88%,公寓(5樓含以下無電梯),無,無,109,1,1,0,1.0,1.0,1.0,一層,3,下堡
550.0,15.8,34.74,75.59%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,1.0,4.0,二層,3,環島西路二段
438.0,19.5,22.42,85.38%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,2.0,一層,3,頂堡
800.0,25.0,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,一層,5,下堡
725.0,22.6,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,二層,5,下堡
725.0,22.6,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,5,下堡
715.0,22.3,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,四層,5,下堡
735.0,22.9,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,五層,5,下堡
725.0,22.6,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,二層,5,下堡
800.0,25.0,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,一層,5,下堡
725.0,22.6,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,5,下堡
715.0,22.3,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,四層,5,下堡
735.0,22.9,32.05,78.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,五層,5,下堡
415.0,24.8,16.7,80.89%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,三層,3,下埔下
415.0,24.8,16.76,80.94%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,三層,3,下埔下
375.0,19.2,19.48,81.11%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,一層,5,安岐
450.0,23.8,18.93,85.81%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,2.0,2.0,二層,3,仁愛新
550.0,15.8,34.74,75.59%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,1.0,4.0,三層,3,環島西路二段
380.0,16.7,22.77,84.23%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,二層,3,西浦頭
760.0,17.9,42.47,58.08%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,一層,3,東洲
350.0,16.4,21.4,87.72%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,2.0,2.0,二層,3,東堡
650.0,22.3,29.09,86.19%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,一層,3,湖下
540.0,19.8,27.22,81.71%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,一層,4,瓊安路
510.0,19.0,26.84,81.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,4,瓊安路
520.0,19.4,26.84,81.77%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,四層,4,瓊安路
400.0,23.9,16.71,80.90%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,二層,3,下埔下
396.0,23.6,16.76,80.94%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,二層,3,下埔下
395.0,18.3,21.63,74.07%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,四層,5,安岐
510.0,18.7,27.22,81.71%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,4,瓊安路
520.0,19.1,27.22,81.71%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,四層,4,瓊安路
510.0,18.7,27.22,81.71%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,二層,4,瓊安路
510.0,21.3,23.99,92.28%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,一層,3,下堡
535.0,20.5,26.07,84.93%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,3,下堡
620.0,20.9,29.74,81.29%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,二層,3,榜林
420.0,19.6,21.4,87.72%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,3,東堡
605.0,19.4,31.2,65.18%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,3,東坑
335.0,17.1,19.65,81.00%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,二層,3,安岐
540.0,18.8,28.7,72.96%,華廈(10層含以下有電梯),無,無,109,1,1,0,3.0,2.0,2.0,五層,5,安岐
380.0,16.0,23.82,80.36%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,2.0,二層,3,頂堡
480.0,20.2,23.82,80.36%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,2.0,三層,3,頂堡
480.0,20.2,23.82,80.36%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,2.0,三層,3,頂堡
380.0,19.3,19.74,80.18%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,一層,5,安岐
580.0,14.9,38.88,91.28%,公寓(5樓含以下無電梯),無,無,109,1,1,0,4.0,2.0,2.0,"一層,地下一層",3,下堡
396.0,23.7,16.7,80.89%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,二層,3,下埔下
210.0,19.2,10.91,80.21%,公寓(5樓含以下無電梯),無,無,109,1,1,0,1.0,1.0,1.0,二層,3,下堡
403.0,16.7,24.07,81.54%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,3,西浦頭
495.0,18.8,26.4,72.11%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,2.0,2.0,四層,5,下堡
543.0,18.6,29.16,74.06%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,2.0,2.0,四層,5,下堡
450.0,29.7,15.14,89.25%,公寓(5樓含以下無電梯),無,無,109,1,1,0,2.0,1.0,1.0,一層,3,下埔下
838.0,19.4,43.1,68.54%,公寓(5樓含以下無電梯),無,無,109,1,1,0,4.0,0.0,4.0,二層,3,下堡
480.0,16.5,29.05,81.46%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,3,下堡
560.0,12.7,44.17,59.28%,公寓(5樓含以下無電梯),無,無,108,2,1,1,3.0,2.0,2.0,三層,3,湖下
550.0,19.1,31.85,72.11%,華廈(10層含以下有電梯),無,有,108,1,1,1,3.0,2.0,2.0,五層,5,下堡
538.0,18.6,31.85,72.11%,華廈(10層含以下有電梯),無,有,108,1,1,1,3.0,2.0,2.0,三層,5,下堡
560.0,18.9,32.66,72.56%,華廈(10層含以下有電梯),無,有,108,1,1,1,3.0,2.0,2.0,五層,5,下堡
515.0,19.4,26.58,72.05%,華廈(10層含以下有電梯),無,有,108,1,1,0,3.0,2.0,2.0,一層,5,下堡
500.0,18.4,27.21,72.56%,華廈(10層含以下有電梯),無,有,108,1,1,0,3.0,2.0,2.0,三層,5,下堡
500.0,18.4,27.21,72.56%,華廈(10層含以下有電梯),無,有,108,1,1,0,3.0,2.0,2.0,四層,5,下堡
513.5,19.9,25.82,72.20%,華廈(10層含以下有電梯),無,有,108,1,1,0,3.0,2.0,2.0,一層,5,下堡
550.0,16.8,32.66,60.45%,華廈(10層含以下有電梯),無,有,108,1,1,0,3.0,2.0,2.0,二層,5,下堡
543.0,18.6,29.16,74.06%,華廈(10層含以下有電梯),無,有,108,1,1,0,3.0,2.0,2.0,四層,5,下堡
690.0,23.5,29.35,91.20%,公寓(5樓含以下無電梯),無,無,108,2,1,0,3.0,2.0,2.0,一層,3,榜林
635.0,20.5,31.0,78.47%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,五層,5,安岐
730.0,19.1,38.28,88.60%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,1.0,2.0,三層,3,下堡
560.0,19.0,29.51,82.75%,公寓(5樓含以下無電梯),無,無,108,2,1,0,3.0,2.0,2.0,二層,3,安岐
745.0,19.6,38.07,66.78%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,1.0,2.0,二層,4,榜林
800.0,21.9,36.49,69.67%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,1.0,2.0,一層,4,榜林
750.0,19.7,38.07,66.78%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,1.0,2.0,三層,4,榜林
395.0,19.8,19.98,80.18%,華廈(10層含以下有電梯),無,有,108,1,1,0,2.0,2.0,1.0,一層,5,安岐
580.0,20.4,28.47,85.64%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,3,頂堡
500.0,16.6,30.15,78.49%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,3,下堡
560.0,18.4,30.37,80.66%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,四層,5,安岐
573.8,17.5,32.79,73.24%,華廈(10層含以下有電梯),無,有,108,1,1,0,2.0,2.0,2.0,五層,5,安岐
367.4,17.0,21.63,74.07%,華廈(10層含以下有電梯),無,有,108,1,1,0,2.0,2.0,1.0,三層,5,安岐
456.4,18.5,24.65,81.09%,華廈(10層含以下有電梯),無,有,108,1,1,0,1.0,1.0,2.0,一層,5,安岐
536.2,17.7,30.37,80.66%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,四層,5,安岐
625.0,17.9,34.95,85.95%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,一層,3,安美村安岐
431.5,15.8,27.37,72.27%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,四層,5,西山
431.5,15.8,27.37,72.28%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,三層,5,西山
470.0,19.0,24.72,81.27%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,2.0,三層,3,東坑
460.0,18.6,24.72,81.27%,公寓(5樓含以下無電梯),無,無,108,2,1,0,3.0,2.0,2.0,三層,3,東坑
630.0,20.7,30.37,80.66%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,二層,5,安岐
400.0,20.3,19.72,85.98%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,2.0,三層,3,上后垵
640.0,24.3,26.35,86.23%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,一層,3,湖下
550.0,23.4,23.54,70.77%,華廈(10層含以下有電梯),無,無,108,2,1,0,2.0,1.0,2.0,二層,4,頂埔下
530.0,22.5,23.54,70.77%,華廈(10層含以下有電梯),無,無,108,2,1,0,2.0,1.0,2.0,三層,4,頂埔下
840.0,23.7,35.43,77.93%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,三層,4,頂埔下
840.0,23.7,35.43,77.93%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,二層,4,頂埔下
840.0,23.7,35.43,77.93%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,四層,4,頂埔下
490.0,17.2,28.56,83.98%,公寓(5樓含以下無電梯),無,無,108,2,1,0,3.0,2.0,2.0,三層,3,安岐
455.0,15.9,28.56,75.13%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,一層,5,西山
450.0,18.2,24.72,81.27%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,二層,3,東坑
200.0,18.3,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,三層,3,下堡
200.0,18.3,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,三層,3,下堡
510.0,20.6,24.72,81.27%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,一層,3,東坑
735.0,20.1,36.5,79.80%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,五層,5,下后垵
590.0,16.2,36.48,71.53%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,二層,3,頂堡
403.0,16.9,23.81,80.37%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,2.0,二層,3,頂堡
210.0,19.2,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,三層,3,下堡
640.0,17.5,36.48,71.53%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,3,頂堡
450.0,20.1,22.42,85.35%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,2.0,一層,3,頂堡
480.0,20.2,23.81,80.37%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,2.0,三層,3,頂堡
405.0,17.0,23.81,80.37%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,2.0,二層,3,頂堡
460.0,20.5,22.42,85.35%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,2.0,一層,3,頂堡
400.0,16.8,23.82,80.36%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,2.0,二層,3,頂堡
500.0,21.0,23.81,80.37%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,2.0,三層,3,頂堡
650.0,21.4,30.37,80.66%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,四層,5,安岐
600.0,19.2,31.25,81.02%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,3.0,三層,3,東洲
400.0,12.8,31.25,81.02%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,3.0,二層,3,東洲
700.0,22.5,31.1,81.41%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,3.0,一層,3,東洲
210.0,19.2,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,三層,3,下堡
420.0,17.8,23.55,81.16%,公寓(5樓含以下無電梯),無,無,108,2,1,0,2.0,2.0,1.0,三層,3,頂埔下
550.0,15.0,36.58,88.86%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,4.0,二層,3,下埔下
460.0,16.1,28.5,85.22%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,3,東洲段
560.0,20.8,26.93,79.19%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,三層,5,下埔下
450.0,15.8,28.56,75.13%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,三層,5,西山
399.0,16.1,24.78,76.62%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,2.0,二層,3,下堡
530.0,21.4,24.82,84.13%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,1.0,二層,3,榜林
460.0,16.1,28.56,75.13%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,五層,5,西山
350.0,20.6,16.96,57.47%,華廈(10層含以下有電梯),無,無,108,1,1,0,1.0,1.0,1.0,二層,3,東洲
700.0,18.2,38.4,80.42%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,四層,5,下后垵
370.0,15.1,24.55,83.64%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,1.0,2.0,三層,3,湖下
700.0,19.2,36.42,80.13%,公寓(5樓含以下無電梯),有,無,108,1,1,0,3.0,2.0,2.0,二層,3,下堡
730.0,20.0,36.5,79.80%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,三層,5,下后垵
436.0,15.3,28.56,75.13%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,四層,5,西山
380.0,19.8,19.18,77.19%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,二層,3,西堡
420.0,17.0,24.78,76.62%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,2.0,二層,3,下堡
490.0,18.5,26.5,72.83%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,四層,5,安岐
630.0,17.7,35.63,74.25%,公寓(5樓含以下無電梯),無,無,108,2,1,0,3.0,2.0,2.0,三層,3,頂堡
700.0,18.9,37.01,75.25%,公寓(5樓含以下無電梯),無,無,108,2,1,0,3.0,2.0,2.0,三層,3,頂堡
206.0,18.9,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,二層,3,下堡
525.0,17.4,30.15,78.49%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,1.0,2.0,二層,3,下堡
535.0,18.6,28.7,72.96%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,5,安岐
525.0,19.8,26.47,82.88%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,3,西堡
380.0,19.8,19.18,77.19%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,三層,3,西堡
568.0,21.3,26.62,81.41%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,2.0,一層,3,湖南
100.0,35.5,2.82,66.38%,華廈(10層含以下有電梯),無,無,108,1,1,0,1.0,1.0,1.0,地下一層,3,埔邊
520.0,18.1,28.7,72.96%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,二層,5,安岐
488.0,18.4,26.5,72.83%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,五層,5,安岐
700.0,18.2,38.4,80.42%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,五層,5,下后垵
525.0,19.8,26.47,82.88%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,二層,3,西堡
510.0,19.0,26.84,94.06%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,一層,3,安岐
700.0,19.2,36.5,79.80%,華廈(10層含以下有電梯),無,有,108,2,1,0,3.0,2.0,2.0,四層,5,下后垵
615.0,23.4,26.31,84.10%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,二層,3,榜林
560.0,21.5,26.08,93.11%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,一層,3,東州
560.0,19.6,28.5,85.22%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,二層,3,東州
111.5,20.1,5.55,80.50%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,一層,3,下堡
240.0,20.6,11.67,64.07%,華廈(10層含以下有電梯),無,無,108,1,1,0,1.0,1.0,1.0,二層,3,頂埔下
206.0,18.9,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,二層,3,下堡
100.0,35.5,2.82,66.38%,華廈(10層含以下有電梯),無,無,108,1,1,0,1.0,1.0,1.0,地下一層,3,埔邊
215.0,19.7,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,二層,3,下堡
550.0,21.3,25.86,90.30%,公寓(5樓含以下無電梯),無,無,108,2,1,0,3.0,2.0,2.0,一層,3,安岐
555.0,18.0,30.77,78.17%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,五層,5,昔果山
560.0,18.2,30.77,78.17%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,四層,5,昔果山
550.0,18.0,30.53,77.99%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,二層,5,昔果山
580.0,19.0,30.53,77.99%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,一層,5,昔果山
570.0,18.5,30.77,78.17%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,五層,5,昔果山
545.0,17.8,30.68,78.10%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,四層,5,昔果山
555.0,18.2,30.53,77.99%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,三層,5,昔果山
375.0,21.4,17.5,81.28%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,一層,3,西堡
555.0,21.0,26.47,82.88%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,一層,3,西堡
410.0,21.4,19.18,77.19%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,一層,3,西堡
380.0,19.7,19.24,78.84%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,二層,3,西堡
380.0,19.7,19.24,78.84%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,三層,3,西堡
345.0,19.7,17.5,81.28%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,三層,3,西堡
345.0,19.7,17.5,81.28%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,二層,3,西堡
400.0,21.7,18.44,82.28%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,2.0,1.0,一層,3,西堡
500.0,17.2,29.05,81.46%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,二層,3,下堡
570.0,12.0,47.49,66.30%,公寓(5樓含以下無電梯),無,無,108,1,1,1,3.0,2.0,2.0,一層,3,前厝
690.0,13.0,53.19,63.31%,公寓(5樓含以下無電梯),無,無,108,1,1,1,3.0,2.0,2.0,二層,3,前厝
538.0,20.3,26.5,72.84%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,一層,5,安岐
510.0,17.8,28.7,72.96%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,四層,5,安岐
223.0,20.1,11.11,80.48%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,一層,3,下堡
222.0,20.3,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,一層,3,下堡
218.0,20.0,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,一層,3,下堡
600.0,20.9,28.7,72.96%,華廈(10層含以下有電梯),無,無,108,1,1,0,3.0,2.0,2.0,一層,5,安岐
380.0,15.5,24.55,83.64%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,1.0,2.0,二層,3,湖下
220.0,19.8,11.11,80.50%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,二層,3,下堡
400.0,17.0,23.53,78.38%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,1.0,2.0,一層,3,湖下
